cmdCode,refYear,avg_weight,total_weight,volatility,total_value,country_diversity,unit_value,growth,log_weight,log_unit_value,UMAP1,UMAP2
2104,2020,113260.00180263158,8607760.137,557527.864875614,28838547.0,76,3.3502963071700482,0.6062781220860234,15.968174812044232,1.4702439593715788,-2.5092378,8.400276
2104,2021,132107.88024657537,9643875.258000001,618833.4908452565,34656329.0,73,3.5936102523980202,0.1203698876954431,16.081833687217888,1.5246662622695848,-2.6036842,8.414642
2104,2022,140267.58429411764,9538195.731999999,592775.6673369175,37581157.0,68,3.9400698052267713,-0.010958201259637534,16.07081500375466,1.5973794617127017,-2.557731,8.456341
2104,2023,118093.38431249998,9447470.745,574495.1996462104,34335104.0,80,3.634317049160269,-0.009511755634833863,16.06125772346302,1.5334888417017736,-2.626984,8.351203
2104,2024,118397.70692000001,8879828.019000001,513247.74051832006,30854146.0,75,3.4746332850116564,-0.0600840946028246,15.999292860165863,1.4984244008855114,-2.3779235,8.524303
2106,2018,1653362.0835338347,219897157.11,10427370.319885397,852178412.0,133,3.875349837168234,0.0,19.208670531885318,1.5841918633454863,-1.5673352,17.062561
2106,2019,1569939.4054626864,210371880.332,9886463.299760403,782098162.0,134,3.7176934520227802,-0.04331696190703893,19.164387386037376,1.5513200047378155,-1.6417748,16.92323
2106,2020,1508072.757592,188509094.699,8897650.618870048,598746683.0,125,3.1762217306068945,-0.10392446746445894,19.054656816733292,1.42940694558047,-1.4889058,16.627954
2106,2021,1508327.8731203007,200607607.125,8835533.052342884,738506663.0,133,3.6813492448460723,0.06417999325347234,19.11686135961737,1.5435863685598288,-1.5392395,16.568062
2106,2022,1381616.8842101449,190663130.021,8240859.237634006,744276499.0,138,3.9036204793135414,-0.04957178467217116,19.066018716907873,1.589973805613361,-1.5292795,16.31308
2106,2023,1335829.4861756756,197702763.954,7717102.426004118,863365553.0,148,4.3669877736300995,0.03692184184862923,19.1022752736475,1.6802668151280202,-1.5864321,16.195143
2106,2024,1319281.3018366012,201850039.181,7345895.080267194,918324853.0,153,4.54954012754255,0.02097732547616249,19.123035604326866,1.7137150644230286,-1.7391093,16.120726
3004,2018,112658.74543283583,15096271.888,434975.72483411065,790590112.0,134,52.369890915146165,0.0,16.529958442708686,3.9772467464079613,-8.038446,9.801395
3004,2019,121676.7883768116,16791396.796,495891.53415747517,803803224.0,138,47.8699439817557,0.11228765092310322,16.63637727728593,3.889162565010805,-8.01787,9.754835
3004,2020,192312.22544230768,30000707.169,742041.2410895507,940885324.0,156,31.362104856387983,0.7866713254103248,17.216731544981155,3.476988135080765,-7.8288693,10.057752
3004,2021,121340.70477931034,17594402.193,469158.6615295375,865413439.0,145,49.18686236149921,-0.41353375125835523,16.683091409037804,3.9157532865004754,-8.124977,9.556288
3004,2022,134485.49315231788,20307309.466,558890.4980943622,907530033.0,151,44.68982139260789,0.15419150041251983,16.82649150066167,3.8218755464541205,-8.015648,9.928185
3004,2023,122297.18762,18344578.143,524664.1330292866,842396969.0,150,45.920759934258804,-0.09665147055970902,16.724844674270972,3.848460220036442,-8.106617,9.712833
3004,2024,138222.68938926174,20595180.719,646976.667720879,870300050.0,149,42.257461193193905,0.12268489133170912,16.840567709265684,3.7671697316366393,-8.149028,9.864767
3005,2018,42606.331075,5112759.729,110458.79664089062,85625117.0,120,16.747338333602972,0.0,15.447250076370231,2.876235551640892,0.06840389,1.7356892
3005,2019,41721.754137096774,5173497.513,109200.70994804185,91213448.0,124,17.630905933709368,0.011879647630513634,15.459059712600794,2.924821811112872,0.18441348,2.1401577
3005,2020,39952.03309917355,4834196.005,104985.83950595511,103173587.0,121,21.342450097858343,-0.06558455032546184,15.391225593449068,3.1064884607634005,0.30797738,1.9127707
3005,2021,40843.752336065576,4982937.785,100088.97044608259,162213424.0,122,32.55377269374585,0.030768669670438786,15.421530392419871,3.5131493069837787,0.88414514,1.9735163
3005,2022,45090.454603305785,5455945.007,128512.5872679207,177761528.0,121,32.581253618190544,0.09492537182059158,15.512216582378755,3.513967983239356,0.9716775,1.9283172
3005,2023,39014.37213385827,4954825.261,100201.69844539436,149698562.0,127,30.212682408452302,-0.09184838655027894,15.415872661761158,3.4408244996721886,0.84910536,2.0214128
3005,2024,43795.680543307084,5562051.429,116626.05417176579,200034774.0,127,35.96420791023291,0.12255248894033599,15.531477740017129,3.60995009067811,0.9924345,2.1537218
3006,2018,8476.673684210527,1127397.6,28785.189822769753,121716829.0,133,107.96264689572874,0.0,13.93542341283356,4.6910051344678285,5.220075,-0.3594979
3006,2019,7897.88780882353,1074112.742,26705.590881493525,135428886.0,136,126.08442364039463,-0.04726359005908831,13.887006453471338,4.8448516186821085,5.522917,-0.23750314
3006,2020,6271.396394160583,859181.306,19503.61099547795,116524093.0,137,135.62223966714703,-0.2001013744607455,13.663736408949267,4.917219742575474,5.422901,-0.30973062
3006,2021,7905.94534532374,1098926.403,23877.02125540129,154954841.0,139,141.005658410647,0.2790390053016354,13.909845173879036,4.955866904769654,5.319051,-0.33569145
3006,2022,9217.818875,1253623.367,25895.77200335672,182886703.0,136,145.88648218763944,0.1407709957442893,14.041549407454696,4.989660058439487,5.395098,-0.30898315
3006,2023,11094.484052238806,1486660.863,30577.561112861396,196186642.0,134,131.9646241335594,0.18589115529784128,14.212043804156998,4.890083108883547,5.3343854,-0.45819712
3006,2024,9010.290583941607,1234409.81,21539.570628282418,210776665.0,137,170.75096397672766,-0.16967625857249724,14.026104337283735,5.146045543760522,5.6324587,-0.41880763
3303,2018,6048.643859649123,344772.7,12861.706195293107,10044398.0,57,29.13339136181857,0.0,12.750643538760418,3.4056339044522344,-0.54502994,-5.0174203
3303,2019,10866.571387096774,673727.426,34406.15978967582,12693645.0,62,18.840920690055388,0.9541205727715678,13.420582379913448,2.9877465065287727,-2.7860284,-2.742658
3303,2020,8954.542964285714,501454.406,21400.35972682535,9915204.0,56,19.772892373350142,-0.25570136133956345,13.125269961194109,3.0336488854555146,-0.8165394,-3.6720421
3303,2021,5380.852408163265,263661.768,13749.766004081206,11095675.0,49,42.08298792852636,-0.4742059001870651,12.482426171625965,3.763128207555441,0.18556401,-4.406154
3303,2022,12828.53046551724,744054.767,55358.202250347866,17705479.0,58,23.795935172035804,1.8220047701417221,13.519871266651355,3.210679735383755,-3.1689775,-2.6447604
3303,2023,8208.890578125,525368.997,22873.184720550566,30413854.0,64,57.890462082105145,-0.2939108513231258,13.17185804954021,4.075679143454905,1.6634326,-1.9217274
3303,2024,8266.64656097561,677865.018,24350.53709592623,39471057.0,82,58.228490852646075,0.2902645985408234,13.426704933825077,4.081402690522196,2.0126874,-0.679274
3304,2018,1369955.5342937063,195903641.404,7561946.878738837,4923472867.0,143,25.13211511391256,0.0,19.093133475922112,3.2631650220626542,-2.466598,16.225708
3304,2019,1288278.7566707316,211277716.09399998,8079811.987479399,5322258624.0,164,25.19081861729345,0.07847773823813187,19.168684020773608,3.2654089148961005,-2.536651,16.259129
3304,2020,1401473.5026036587,229841654.42700002,9035009.22926776,6112393750.0,164,26.593933833439795,0.08786510322149033,19.252901175128514,3.317595959922555,-2.6126401,16.416998
3304,2021,1449563.4723485715,253673607.661,9888817.307061397,7660629830.0,175,30.198765652583578,0.10368857330675563,19.351558993383918,3.4403785316156306,-2.4557233,16.562609
3304,2022,1201850.1560280898,213929327.773,6974476.193076257,6687418738.0,178,31.259943681475853,-0.15667487151880932,19.181156279066588,3.4738263269260368,-2.5523622,16.203318
3304,2023,1305099.2628659217,233612768.053,6601874.059093583,7181882318.0,179,30.74267891201309,0.09200907834799565,19.269175469466383,3.457662113301382,-2.5943663,16.10512
3304,2024,1421436.0994486487,262965678.398,6325727.634450067,8566628610.0,185,32.57698366641721,0.12564771433357902,19.387534085041068,3.513840822314599,-2.5409698,16.22752
3305,2018,286600.753504,35825094.188,1833664.9608430155,254680982.0,125,7.109010814137679,0.0,17.394159188702197,2.0929758895584825,-0.045991905,7.3662267
3305,2019,325268.48958593747,41634366.666999996,2096743.1867316156,299785594.0,128,7.200436033955747,0.16215651656111696,17.544436530002198,2.104187327729126,0.032566365,7.620996
3305,2020,361558.78918110236,45917966.225999996,2195111.8557021483,357495898.0,127,7.785534233821714,0.10288614675614238,17.64236704126926,2.1731065318358103,0.04539394,7.694573
3305,2021,357058.2409343066,48916979.008,2006660.3906700443,416508511.0,137,8.51460003145073,0.06531240445710074,17.705635133598847,2.2528274642840076,0.17553319,7.6174946
3305,2022,345146.39801550383,44523885.344,1506063.7224142954,341860043.0,129,7.67812692802339,-0.08980713349615366,17.611536374901313,2.160805713683505,0.21901159,7.133245
3305,2023,323348.46321428573,45268784.85,1262337.2711700802,358218178.0,140,7.913138803857071,0.01673033474605301,17.628128298862503,2.1875264582189575,0.52575284,6.9066277
3305,2024,340744.6739041096,49748722.39,1266151.1221113605,413074896.0,146,8.303226216780674,0.0989630615189796,17.722495360737128,2.2303612450317525,0.6105574,6.7703857
3306,2018,114384.60248305085,13497383.093,594266.9245633259,66353207.0,118,4.916005313237877,0.0,16.418006453743764,1.7776614429613815,0.054006517,5.211894
3306,2019,113886.84390677966,13438647.581,597608.5872002484,74654112.0,118,5.555180426454733,-0.004351622206712147,16.41364533599466,1.8802556418490206,0.055018518,5.2292657
3306,2020,129340.77589655173,15003530.004,669599.5359093512,85180247.0,116,5.677347062810214,0.11644642167806252,16.523796131630856,1.898720762379186,-0.058210254,5.372145
3306,2021,139378.225619469,15749739.495,712104.7373387929,88232561.0,113,5.60216002480582,0.049735594943393746,16.57233444659224,1.887396871974843,-0.15048206,5.4971223
3306,2022,122450.544225,14694065.307,610912.6406511536,79540099.0,120,5.4130764589771525,-0.0670280412152302,16.502954317674295,1.8583391025932603,0.09587338,5.1453867
3306,2023,110750.09392,13843761.74,494418.3749949753,78739198.0,125,5.687702481362866,-0.05786714222611555,16.44334534548014,1.9002703893507387,0.17122027,5.089865
3306,2024,101916.4731171875,13045308.559,441135.28543140576,79986214.0,128,6.131416028853616,-0.05767602736855537,16.383939206359567,1.9645098162297794,0.4168843,4.815922
3307,2018,683550.7787520661,82709644.229,3493903.0373907587,970429509.0,121,11.732966790585374,0.0,18.230846782322654,2.54419444045041,-0.0075884014,8.292869
3307,2019,569480.3383111112,76879845.672,3058596.176499467,763793956.0,135,9.93490490678973,-0.0704851122422786,18.15775432824347,2.391959957866843,0.02231291,8.304255
3307,2020,706338.9863758865,99593797.079,3721210.713032336,877870532.0,141,8.81451011756932,0.2954474115869943,18.416610452332943,2.283861914874986,-0.053510904,8.490782
3307,2021,715195.238097015,95836161.905,3692011.6481041075,839413804.0,134,8.758842041609316,-0.03772961052001422,18.378150655062903,2.278173750108597,0.012694411,8.369649
3307,2022,602994.0040758621,87434130.591,2872423.8844124214,642581215.0,145,7.349317831109497,-0.08767078258339189,18.286396286028193,2.1221798386522788,0.01541551,8.283106
3307,2023,602693.2341073826,89801291.882,2892557.7819061326,571623456.0,149,6.365425753018274,0.02707365276007745,18.313109930518454,1.9967968558498097,-0.1694877,8.460723
3307,2024,754343.9192792209,116168963.569,4102755.9099110886,730692372.0,154,6.289910399054132,0.29362240937076334,18.570556280382878,1.986491255005956,-0.16916782,8.777784
3923,2018,1628629.5588050315,258952099.85,8686234.575250262,1476982838.0,159,5.703691296017865,0.0,19.372153663757434,1.9026583143895206,-1.9365584,16.765732
3923,2019,1781616.380397436,277932155.342,9371136.566573502,1559328172.0,156,5.610463352400574,0.07329562302446813,19.44288759993658,1.8886537501058238,-1.9687107,17.002113
3923,2020,1861567.3708874173,281096673.004,9533263.765925253,1528323229.0,151,5.437002198095196,0.011385935744304243,19.454209203732766,1.862062934548624,-1.7391914,17.069504
3923,2021,1978024.688305195,304615801.999,10552624.40234319,1686061935.0,154,5.535044222707558,0.08366918307377236,19.534561878231887,1.8771791141087684,-1.7755213,17.29957
3923,2022,1929020.3923116883,297069140.416,10207986.534411332,1633278428.0,154,5.497974059886655,-0.02477436013980905,19.509475469053875,1.8714904452239596,-1.8751163,17.215067
3923,2023,1873519.8225259741,288522052.669,9932984.975528048,1487118552.0,154,5.154263038971429,-0.02877137536073615,19.48028208351771,1.8171450187506923,-1.8163302,17.16821
3923,2024,1950403.550272152,308163760.943,10174381.085858004,1600092344.0,158,5.192344288321293,0.06807697398622592,19.546141894258476,1.8233137368607575,-1.9516952,17.265182
3924,2018,138214.98063281248,17691517.520999998,513467.59329230513,148142663.0,128,8.373654935148718,0.0,16.688595903096303,2.2379030879790185,0.5073995,4.5428057
3924,2019,146733.0730078125,18781833.345,547865.7145136171,146024275.0,128,7.7747615111740975,0.06162929905282488,16.748400702427062,2.171879590768817,0.56905526,4.725241
3924,2020,135688.34625373132,18182238.398,530081.0907580222,148605663.0,134,8.173122568689788,-0.031924196961295115,16.71595581833559,2.2162777483361875,0.6842395,4.6563935
3924,2021,136922.46045112782,18210687.24,581996.4008582509,149368337.0,133,8.202235040965528,0.0015646501479777974,16.717519245607935,2.2194463937854207,0.65441585,4.5781646
3924,2022,126919.43461718751,16245687.631000001,495160.7079574226,135771999.0,128,8.357417801196158,-0.1079036492749077,16.60333811652238,2.2361693764881516,0.5018511,4.6005836
3924,2023,114278.28576056338,16227516.578,451980.64338014997,121496838.0,142,7.487087590759787,-0.0011185154739358216,16.6022189751121,2.138545901513968,0.7942443,4.8279853
3924,2024,117897.71518115942,16269884.695,487008.98791641433,124045876.0,138,7.624262760639827,0.0026108811410761046,16.604826453663474,2.154579482236788,0.8096839,4.7854013
3926,2018,686428.84756,120125048.323,2632524.833121667,1633178402.0,175,13.59565240388991,0.0,18.60404383585194,2.680723703813372,21.278946,-7.0028906
3926,2019,663254.8885271739,122038899.48900001,2811810.673195413,1550640233.0,184,12.7061145216223,0.015932157303728323,18.619850408340824,2.6178420487118483,21.369497,-6.912497
3926,2020,636737.374,116522939.442,2650789.119752544,1525865338.0,183,13.094978081629117,-0.0451983758465242,18.573598725250314,2.6458185695190433,21.199444,-7.0825686
3926,2021,693064.1542817679,125444611.925,2633315.3935803743,1729963434.0,181,13.790655552701502,0.07656580348662434,18.647374887845903,2.6939955997905622,21.309082,-6.9729376
3926,2022,666275.6108166666,119929609.947,2623245.0134475054,1761815591.0,180,14.690413750020344,-0.04396364174889611,18.602415553201975,2.7530499366981016,21.252413,-7.029612
3926,2023,652363.7823163841,115468389.47,2492073.4974106587,1685102273.0,177,14.59362411422387,-0.037198657437237825,18.56450737488571,2.7468621200838634,21.242083,-7.039916
3926,2024,608948.0777473118,113264342.461,2510307.774682607,1754746409.0,186,15.492487493177224,-0.01908788213914281,18.545234967384857,2.802904973780645,21.29192,-6.990136
4901,2018,112472.62544767442,19345291.577,673237.4905778909,110647310.0,172,5.719598981467153,0.0,16.777959670168833,1.9050284773775004,1.088861,5.941469
4901,2019,119995.89227272727,21119277.04,724579.1125578495,104205987.0,176,4.934164498274657,0.0917011488784758,16.865696832505936,1.7807262427979602,1.0839908,5.9117913
4901,2020,101646.7433373494,16873359.394,802779.7105186041,95744945.0,166,5.67432618273041,-0.2010446493011201,16.641246628165312,1.8982682527834525,1.141299,5.7845755
4901,2021,135124.91486585367,22160486.038000003,1043459.3354108843,141642932.0,164,6.39168887167499,0.31334167195419615,16.913821397850935,2.0003562435827718,0.9540064,5.936264
4901,2022,172582.65839644973,29166469.269,1384275.8863913068,187611803.0,169,6.432448208580373,0.31614754383032895,17.188530329002777,2.0058553076290897,1.0150578,6.0643973
4901,2023,180033.3008698225,30425627.847000003,1172002.251437303,251606172.0,169,8.26954741132155,0.04317144342658974,17.230795865383513,2.226734555443226,1.1385366,5.941268
4901,2024,170339.87459281436,28446759.057,1124365.3135704328,249730898.0,167,8.778887517540914,-0.06503953837702392,17.16354483004805,2.2802257268139297,1.0199461,6.0071273
4902,2018,67315.6865,2692627.46,265680.4670310335,3022325.0,40,1.1224445434419204,0.0,14.806028397180986,0.7525685109194665,-2.66087,8.275517
4902,2019,109382.17643835617,7984898.88,410690.53525769716,4892092.0,73,0.6126679966170576,1.9654673728982917,15.893062801042936,0.47788994820958275,-3.1052248,-2.277308
4902,2020,338485.6064197531,27417334.12,1444337.8550739742,9808386.0,81,0.35774397164474,2.4336482567954576,17.126686039921022,0.3058244779632776,-3.173737,-2.3484929
4902,2021,409117.7844666667,30683833.835,1695881.7454466377,17996259.0,75,0.5865062070396072,0.11913994630926572,17.239246521274055,0.4615342444441797,-2.2315848,8.64075
4902,2022,397736.5994264706,27046088.761,1350180.7587039543,17105037.0,68,0.6324403188628347,-0.11855575458926348,17.11305299683712,0.4900760233763467,-2.273774,8.640738
4902,2023,22954.78436036036,2547981.0640000002,116858.12626593208,13902793.0,111,5.45639573088858,-0.9057911446451309,14.750812256402948,1.8650712256951254,-0.31586,0.47846213
4902,2024,6601.918370689655,765822.531,31665.956022393482,4170954.0,116,5.446371490987843,-0.699439473149868,13.54870704489721,1.8635174129749263,-0.36394218,0.43591613
4903,2018,7795.828222222222,280649.816,21610.94345384273,2296651.0,36,8.183333353732955,0.0,12.544866527902196,2.217390249152188,-2.4822922,-4.6300364
4903,2019,10240.850333333334,307225.51,25895.327282054586,2486185.0,30,8.092378136151218,0.09469343104789352,12.635340572105322,2.207436495111293,-2.466293,-4.5616097
4903,2020,9209.84837837838,340764.39,29903.15907795679,2794817.0,37,8.20161108967929,0.10916697640114581,12.738949513615903,2.219378587166951,-2.6214297,-4.4847913
4903,2021,5278.3535833333335,253360.972,17707.214399902372,2407404.0,48,9.501873871838864,-0.2564922291322752,12.442574464573452,2.351553705225329,-2.2577522,-4.5958185
4903,2022,4750.240714285715,232761.795,15354.163093909165,1979818.0,49,8.50576874092028,-0.08130367055901566,12.357775166775498,2.251898850199732,-2.370371,-4.4760995
4903,2023,7496.769717391305,344851.407,19556.20421463816,2451403.0,46,7.108577637303626,0.4815636174312885,12.750871798681388,2.092922468936119,-2.7177312,-3.6355257
4903,2024,6606.720299999999,264268.812,16942.15094782262,2407951.0,40,9.11174868410461,-0.23367338327258158,12.484725875378048,2.3136979838623293,-2.3288622,-4.614308
4909,2018,6121.532333333334,257104.358,22588.150994513526,4120024.0,42,16.024714757981563,0.0,12.457241233176852,2.834666097591642,-1.9364942,-4.957284
4909,2019,8500.772195121952,348531.66000000003,33729.9962934693,4990374.0,41,14.31828029621665,0.3556038595036184,12.761487220717047,2.7290469058065154,-2.5649054,-3.8547027
4909,2020,5651.033716981132,299504.787,25058.831223524798,6464530.0,53,21.58406236084105,-0.1406669138751987,12.609889018554643,3.1172444522315175,-0.9240478,-4.4071693
4909,2021,3484.866,376365.528,21247.60810492819,12072162.0,108,32.07563153862466,0.25662608524517494,12.8383187560654,3.4987968039570405,1.4279188,0.7065365
4909,2022,2855.5061443298973,276984.096,15633.863780530293,9174587.0,97,33.12315447875706,-0.2640556177610399,12.53171897866778,3.529976170834098,0.8128046,-1.5052588
4909,2023,2598.8629758064517,322259.009,13586.600729026813,13257422.0,124,41.13902677569166,0.16345672424455726,12.68311398005532,3.7409743130854203,1.5338839,0.94433254
4909,2024,2955.1513203125,378259.369,15306.771091974479,14458781.0,128,38.2245152002085,0.17377438158757563,12.843338044361454,3.669301939083406,1.4165647,1.0658842
4911,2018,45231.509473684215,6875189.44,186011.66122207892,68491559.0,152,9.962134076117913,0.0,15.743429901496897,2.3944469775396313,0.86606234,4.0903087
4911,2019,37632.00393103449,5456640.57,142147.15272895253,45997977.0,145,8.42972455486317,-0.2063286957224556,15.512344061401679,2.2438668867662876,0.9598539,4.0598364
4911,2020,45516.80110638298,6417868.956,198991.04438980806,179254576.0,141,27.93054473827933,0.1761575411957177,15.674596838059617,3.3648979483399555,0.8679092,2.7335114
4911,2021,55908.81813043478,7715416.902,232550.50532395847,185123833.0,138,23.99401553427242,0.20217738238281346,15.85873120977837,3.2186364175834603,0.7564128,2.7973769
4911,2022,49237.493500000004,6991724.0770000005,226636.8707073116,106353647.0,142,15.211362151696761,-0.09379827871808233,15.760237875893441,2.7857123637838646,0.7150518,3.6070156
4911,2023,48941.46840425532,6900747.045,206278.52498023515,142693852.0,141,20.67802964946664,-0.01301210273718878,15.747140376010138,3.076299289114121,0.7558831,3.2749805
4911,2024,44409.79682352941,6794698.914,208476.47255139588,96184177.0,153,14.15576734412839,-0.015367630534557586,15.731653441825436,2.7183811422948243,0.8250739,3.7902858
6101,2018,1325.8417735849057,70269.614,4790.318543865865,3593322.0,53,51.1362137260191,0.0,11.160108981873984,3.953859788415936,0.39496693,-5.8529596
